time_s,Cs1_pF,Cs2_pF,lambda,innovation_scalar,E_in,E_quad,base_in,evidence_ratio_base,evidence_ratio_quad,evidence_background_excess,evidence_phase_weight,fault_evidence_score,update_weight,delta_c_m2_raw_1,delta_c_m2_raw_2,delta_c_raw_1,delta_c_raw_2,delta_c_applied_1,delta_c_applied_2,J_increment_norm_raw,J_increment_norm_applied,h_increment_norm_raw,h_increment_norm_applied,rate_limit_active,projection_active,base_in_increment_candidate,base_in_increment_applied
0.91998,9.99443069624131,10.0463787840583,0.937808275752634,0.0257041457291532,0.000926182304080505,9.1406842842557e-06,0.000933255165607962,0.992306775555728,101.325270106233,0,1,0,1,-0.0172452351360963,0.00100431657362954,-0.0172452351360963,0.00100431657362954,-0.0172452351360963,0.00100431657362954,1.99871849706669e-06,1.99871849706669e-06,2.40540323555597e-05,2.40540323555597e-05,0,0,-1.07708551179593e-07,-1.07708551179593e-07
0.93998,10.0149305088267,10.0173002286631,0.876165430576001,0.0534087952467411,0.000928661764046214,7.71451219978946e-06,0.000933186264584535,0.995078086110591,120.37854629938,0,1,0,1,0.0204998125854114,-0.0290785553952304,0.0204998125854114,-0.0290785553952304,0.0204998125854114,-0.0290785553952304,2.81289097194346e-07,2.81289097194346e-07,3.3161571692963e-06,3.3161571692963e-06,0,0,-6.8901023426212e-08,-6.8901023426212e-08
0.95998,10.0027345688961,10.0160852290302,0.950492337785799,0.0200034436917758,0.000930170669229279,1.36040069144843e-05,0.000933141030654206,0.996768495776328,68.3747571624457,0,1,0,1,-0.0121959399306242,-0.00121499963284144,-0.0121959399306242,-0.00121499963284144,-0.0121959399306242,-0.00121499963284144,2.18830144266763e-06,2.18830144266763e-06,2.63502070975355e-05,2.63502070975355e-05,0,0,-4.52339303289419e-08,-4.52339303289419e-08
0.97998,10.0030036027308,9.99100063196437,0.901835130423529,0.041871851495043,0.000929626446316476,1.04181035083526e-05,0.00093308831188914,0.996233597899464,89.2318304911587,0,1,0,1,0.000269033834692678,-0.0250845970658542,0.000269033834692678,-0.0250845970658542,0.000269033834692678,-0.0250845970658542,7.02281417620037e-07,7.02281417620037e-07,8.09285010041973e-06,8.09285010041973e-06,0,0,-5.27187650659717e-08,-5.27187650659717e-08
0.99998,9.99207725983708,10.0281577224055,0.855039865881068,0.0629034310646886,0.000924438578579467,1.5695065440159e-05,0.000932958565889495,0.990729995007245,58.8999505666938,0,1,0,1,-0.010926342893713,0.037157090441168,-0.010926342893713,0.037157090441168,-0.010926342893713,0.037157090441168,7.24484618065908e-07,7.24484618065908e-07,8.34700741493014e-06,8.34700741493014e-06,0,0,-1.29745999645167e-07,-1.29745999645167e-07
1.01998,9.98969978494916,10.0200002624934,0.961500193723984,0.0150560927083216,0.000924355844628622,9.5640239471616e-06,0.000932829525070582,0.990779096118924,96.6492607833223,0,1,0,1,-0.00237747488792017,-0.00815745991213923,-0.00237747488792017,-0.00815745991213923,-0.00237747488792017,-0.00815745991213923,2.39249549704058e-06,2.39249549704058e-06,2.88468528680787e-05,2.88468528680787e-05,0,0,-1.29040818913108e-07,-1.29040818913108e-07
1.03998,9.99753583682241,10.0217571818871,0.961322311619163,0.0151360397217246,0.00092255541471409,1.19883082903561e-05,0.000932675413415235,0.988986079363285,76.954595456904,0,1,0,1,0.00783605187325165,0.0017569193937117,0.00783605187325165,0.0017569193937117,0.00783605187325165,0.0017569193937117,2.29492668944608e-06,2.29492668944608e-06,2.80356417379651e-05,2.80356417379651e-05,0,0,-1.54111655347442e-07,-1.54111655347442e-07
1.05998,9.98479218898546,9.99308849049819,0.86631047649504,0.0578379880921168,0.000926083815985913,1.46594462573018e-05,0.000932576539453795,0.992932592266579,63.1731785578604,0,1,0,1,-0.0127436478369507,-0.0286686913889156,-0.0127436478369507,-0.0286686913889156,-0.0127436478369507,-0.0286686913889156,9.2725613549122e-07,9.2725613549122e-07,1.20611751612228e-05,1.20611751612228e-05,0,0,-9.88739614398099e-08,-9.88739614398099e-08
1.07998,9.98879496525441,9.9820730969498,0.944360333288242,0.0227594007693293,0.000931641787927141,1.80052410681851e-05,0.000932562518180895,0.99899766776524,51.74281112858,0,1,0,1,0.00400277626895118,-0.0110153935483925,0.00400277626895118,-0.0110153935483925,0.00400277626895118,-0.0110153935483925,1.69836289688295e-06,1.69836289688295e-06,2.0430421976466e-05,2.0430421976466e-05,0,0,-1.40212728997864e-08,-1.40212728997864e-08
1.09998,10.0039910631211,9.96803524595364,0.905038467332277,0.0404321495135832,0.000923506054853426,1.23374409237612e-05,0.000932426671230983,0.990288626069429,74.8539393658357,0,1,0,1,0.0151960978667187,-0.0140378509961572,0.0151960978667187,-0.0140378509961572,0.0151960978667187,-0.0140378509961572,2.76739014768877e-07,2.76739014768877e-07,3.3947742327441e-06,3.3947742327441e-06,0,0,-1.3584694991207e-07,-1.3584694991207e-07
1.11998,10.0060688660637,9.95481862732308,0.934541090646172,0.0271725435298103,0.000932455849100769,1.05795983017644e-05,0.000932427108784929,1.00003129240128,88.1371695299332,0.000260770010701572,1,0.000260770010701572,0.999739297972569,0.00207832551413389,-0.013219942600406,0.00207780294258697,-0.0132166186305636,0.00207780294258697,-0.0132166186305636,1.25434844134908e-06,1.25402143016732e-06,1.49533470115821e-05,1.49494486436993e-05,0,0,4.37668046769646e-10,4.37553945822511e-10
1.13998,9.9960146742986,9.95579017877312,0.947234004019622,0.0214678633619676,0.000923709174698626,7.57632217626919e-06,0.000932296339773634,0.990650278177901,121.920524653087,0,1,0,1,-0.0100541917651142,0.000971551450037467,-0.0100541917651142,0.000971551450037467,-0.0100541917651142,0.000971551450037467,1.62008190369646e-06,1.62008190369646e-06,1.94052806427189e-05,1.94052806427189e-05,0,0,-1.30769011294518e-07,-1.30769011294518e-07
1.15998,9.98721729825192,9.96657768243684,0.927908280278005,0.0301535818975258,0.00092459599584879,8.45158217644811e-06,0.000932180834614762,0.991740454620969,109.399160597533,0,1,0,1,-0.00879737604668307,0.0107875036637228,-0.00879737604668307,0.0107875036637228,-0.00879737604668307,0.0107875036637228,8.21454025390512e-07,8.21454025390512e-07,9.98664843471245e-06,9.98664843471245e-06,0,0,-1.15505158872708e-07,-1.15505158872708e-07
1.17998,9.98362926068236,10.0039244145107,0.828544712362409,0.074811365230378,0.00093015321234379,1.15240023546551e-05,0.000932150420280697,0.997824861662135,80.7144240082642,0,1,0,1,-0.0035880375695605,0.0373467320738126,-0.0035880375695605,0.0373467320738126,-0.0035880375695605,0.0373467320738126,2.98602477264805e-06,2.98602477264805e-06,3.54197673431028e-05,3.54197673431028e-05,0,0,-3.04143340646009e-08,-3.04143340646009e-08
1.19998,9.9912747329841,9.97963658681767,0.883688325437754,0.0500277189043801,0.000930232948717583,1.03373353780636e-05,0.00093212165820725,0.997942959074397,89.9876916706804,0,1,0,1,0.0076454723017445,-0.0242878276929801,0.0076454723017445,-0.0242878276929801,0.0076454723017445,-0.0242878276929801,5.58551090339838e-07,5.58551090339838e-07,7.12510553740133e-06,7.12510553740133e-06,0,0,-2.87620734466722e-08,-2.87620734466722e-08
1.21998,9.97121837189824,10.0199121282708,0.814879484955074,0.0809530404696296,0.000928543700747932,1.13026729901481e-05,0.000932067988845361,0.996161490908364,82.152575902979,0,1,0,1,-0.0200563610858637,0.0402755414531555,-0.0200563610858637,0.0402755414531555,-0.0200563610858637,0.0402755414531555,2.84533988345756e-06,2.84533988345756e-06,3.40772680729165e-05,3.40772680729165e-05,0,0,-5.36693618897761e-08,-5.36693618897761e-08
